score,text
24,Voluntary Tax Disclosure Programme
24,"Kenya Revenue Authority informs members of the public that the Voluntary Tax Disclosure Programme introduced vide the Finance Act 2020, shall commence on 1st January 2021 and run for three years to 31st December 2023.

The Disclosure programme, allows a person to disclose to the Commissioner tax liabilities that were previously undeclared and enjoy full or partial relief of penalties and interest on the tax disclosed under the programme. It shall apply to tax liabilities accrued in the period commencing on or after 1st July 2015 but not later than 30th June 2020."
24,Automation of Application for Registration of Tax Relief Schemes
24,"Kenya Revenue Authority (KRA) informs the public that the process of application for registration of Tax Relief Schemes with the Commissioner for purposes of income tax exemption is now automated.

Retirement Benefits Schemes, Collective Investment Schemes, Unit Trusts, Employee Share Ownership Plans and Real Estate Investment Trusts that wish to register with the Commissioner will make the applications through the taxpayer portal on the iTax platform by going to the “Registration Menu”, selecting “Other Registration” and then “Tax Relief Schemes”."
24,Automation of the Voluntary Tax Disclosure Programme
24,"The Finance Act, 2020 introduced a three-year Voluntary Tax Disclosure Programme (VTDP) effective 1st January 2021 to 31st December 2023. VTDP is a programme where a person upon disclosing previously undisclosed tax liabilities to the Commissioner, is granted relief from penalties and interest on the taxes disclosed.

Kenya Revenue Authority wishes to inform the public that applications for grant of relief of penalties and interest under the VTDP can now be made online through the iTax portal. Successful applicants will receive VTDP certificates via their registered email addresses."
24,Motor Vehicles under Investigation
24,"The Kenya Revenue Authority wishes to notify the public that the vehicles listed below have outstanding tax issues. The owners are required to present the vehicles together with the original ownership, transfer and importation documents to the Commissioner of Intelligence, Strategic Operations, Investigations and Enforcement, at any of the following Kenya Revenue Authority Offices: Forodha House - Mombasa, Jomo Kenyatta International Airport (JKIA) - Nairobi, Kiptagich House - Eldoret, Nakuru - Generation House George Morara Avenue, Nyeri – Veka Plaza, Isiolo – Landmark Hotel or Kisumu Swan Centre - from 25th to 29th September 2023.

#"
24,Clearance at Passenger Terminals
24,"The Kenya Revenue Authority (KRA) is mandated to collect revenue on behalf of the Government of Kenya in line with the Customs laws and other national and international laws regulating passenger movements. KRA implements various initiatives to promote tax compliance, seal revenue loopholes and enhance revenue mobilization.

KRA is committed to continuous improvement and is in the process of upgrading the use of technology to enhance non-intrusive inspection of baggage at all points of entry. Part of this process is to ensure that prohibited and restricted goods are screened out for security purposes."
24,iTax System Authentication Procedure for Mobile Phone Contacts
24,"Kenya Revenue Authority (KRA) reminds all taxpayers that further to our Public Notice on “Taxpayer Register Data Clean Up Exercise” dated 24th June, 2024, all registered taxpayers are required to authenticate the mobile telephone number registered in iTax upon logging into the system.The authentication procedure is as follows;

1.Log in to the iTax system using your PIN number and password. iTax will display the current mobile phone number linked to your PIN."
24,State plans common pipeline for refined petroleum products to serve East Africa
24,"Over 20,000 Kenyans to benefit from state’s overseas job scheme"
24,Cargo growth soars at Mombasa Port amid operational efficiency
24,Kenya strengthens health systems to curb emerging zoonotic threats
24,"The One Health approach, which integrates human, animal, and envi ronmental health, remains central to Kenya’s strategy for addressing emerging disease threats, particularly zoonotic diseases such as Rift Valley fever, anthrax, and brucellosis.

Building on this foundation, Kenya is strengthening prevention-focused health systems following the One Health Summit held in Lyon, France, from April 5 to 7, 2026."
24,County Fire Emergency Numbers: 0202344599/0202222181
24,Emergency Services
24,What to do incase of Fire
24,Call for Public Participation
24,"The Kenya’s legal, policy, and institutional framework for public participation in Kenya has been structured to promote citizen involvement in governance at all levels. This framework is anchored in the Constitution of Kenya 2010 and is further elaborated through various laws, policies, and institutions that guide and implement public participation.

Kenya’s legal, policy, and institutional framework for public participation is extensive, designed to embed citizen engagement as a core component of democratic governance. The Constitution mandates public participation as a guiding principle, supported by laws such as the County Governments Act, Public Finance Management Act, and Access to Information Act. The draft National Policy on Public Participation aims to standardize engagement practices across all sectors, while various institutions—including Parliament, county governments, and CSOs—are responsible for implementing and facilitating citizen involvement. Together, these frameworks empower Kenyan citizens to actively influence decision-making, enhance transparency, and hold leaders accountable in governance processes."
24,"Public, Private partnership to boost Education"
24,"The government will embrace public, private partnership (PPP) to improve the standard of education, Principal Secretary for Basic Education,Am.Prof.Julius Bitok has said. Speaking today in Nairobi when he presided over an M-pesa foundation Educational function ,PS Bitok welcomed the partnership initiative saying it will assist many schools to improve their infrastructures and general standard of education. "" The M-pesa foundation has impacted 3 million learners through improvement of school infrastructures and school scholarships"", ps said . The Chief Executive Officer for the safaricom pledged to further support 500 schools . ps Bitok said the Ministry will in future partner with safari com to improve communication between the schools and the Ministry through the company country wide call centres. The telecommunications company was celebrating its 25 years of existence."
24,"Civil Society Organizations (CSOs) and Faith-Based Organizations (FBOs) in Uasin Gishu County have been trained on their critical role in promoting peace, unity, and democratic governance ahead of the 2027 General Election.

The sensitization forum, held at the Rift Valley Technical Training Institute (RVTTI) in Eldoret, was organized by the Office of the Registrar of Political Parties (ORPP) as part of a broader electoral preparedness programme targeting key stakeholders in the electoral process."
24,Postal Corporation of Kenya sets up PostaPay App to boost digital payments
24,"The Postal Corporation of Kenya (PCK) has introduced a unified mobile payment solution app, PostaPay, which complements other mobile apps used by Kenyans for money transactions.

The app is interoperable with all mobile wallets and banks in the country and has already registered over 5,000 users who are enjoying its benefits. To date, more than 21,000 transactions have been successfully completed."
24,Kenya’s rhino conservation efforts get a boost with advanced tracking technology
24,"Arnold Linga Masila-KNA

The Government has implemented a high-tech tracking system to monitor black rhinos at Ngulia Rhino Sanctuary to enhance conservation efforts for this endangered species."
24,Kenya prepares to host Africa’s Second Urban Forum
24,"The Government in partnership with the African Union Commission (AUC) will host the Second Africa Urban Forum (AUF2) from April 8-10, 2026 at the Kenyatta International Convention Centre (KICC) in Nairobi.

The forum will convene under the theme: “Adequate Housing for All, advancing Socio-economic and Environmental Transformation towards the Realization of Agenda 2063”."
24,Kenya ramps up certified seed production to cut food imports
24,"The Government will boost food security and reduce reliance on imports follow ing a major increase in certified seed production, with authorities assuring farmers of adequate and high-quality supplies.

Kenya Seed Company Chairperson Purity Wangui Ngirici said that the state agency had recorded remarkable increase, producing 45 million kilogrammes of certified seeds in the first three quarters of the 2025/2026 season."
24,Smallholder farmers in Migori tipped on using state equipment to reduce losses
24,"Small-scale farmers in Migori have been urged to make use of government agricultural facilities and equipment to help reduce post-harvest losses.

Kenya Industrial Research Development Institute (KIRDI) Migori Official Neil Okumu, called upon the county residents to utilise the Migori-KIRDI facility and its installed equipment to safeguard their produce and minimise post-harvest losses."
24,Kenya to lead global push against land degradation at 2026 UNCCD ceremony
24,"Kenya is proud to host the global observance of World Desertification and Drought Day 2026 under the United Nations Convention to Combat Desertification (UNCCD), a significant recognition of the country’s leadership in advancing global efforts to combat land degradation and strengthen resilience against drought.

This annual observance, marked on 17th June under the theme ‘Rangelands: Recognize. Respect. Restore’, goes beyond the ceremony by serving as a strategic platform to raise awareness, shape policy dialogue, and mobilize action on the growing challenges of desertification, land degradation, and climate impacts."
24,"Strengthen prevention mechanisms to combat femicide’, PS urges"
24,"JAMES ODERO-PCO

State Department for Gender and Affirmative Action Principal Secretary Anne Wang’ombe has called for the formation of a multi-agency action and vigilance to combat the rising cases of femicide and other forms of gen der-based violence in the country."
24,State intensifies efforts to rein in illegal betting operations in Kenya
24,"The Government has intensified its crackdown on illegal gambling machines and unregulated betting activities across the country, amid growing concerns over their social, economic, and security impact on communities.

In Tharaka Nithi County, authorities say the vice, which has taken root in several parts of the country, is exposing youths and other vulnerable groups to serious social and economic harm including addiction, loss of income and increased household distress."
24,"Strengthen prevention mechanisms to combat femicide, PS urges"
24,"James Odero-PCO

State Department for Gender and Affirmative Action Principal Secretary Anne Wang’ombe has called for the formation of a multi-agency action and vigilance to combat the rising cases of femicide and other forms of gender-based violence in the country."
24,Calls intensify for EAC partner states to abolish transport barriers
24,"SADIK HASSAN- KNA

The East African Community’s (EAC) eight partner states have been urged to eliminate all physical and non-physical barriers to transportation to boost cross-border trade and enhance economic growth in the region."
24,Crime & Burglary In Kenya: Home Security Tips
24,"Kenya is a country of many contrasts. On the one hand, we have the high rates of crime recorded with prevalence in areas like Nairobi, Mombasa, and Kisumu. On the other hand, we have the coastal beach resorts, the birding and high density and assorted wildlife experiences in the national parks that continue to attract an important number of tourists every year. Unfortunately, the same tourists who came here to get better acquainted with the fascinating cultures in the country do this violently, as hey are submitted to attacks by armed assailants.

Kenya has a lot of issues, but it is worth visiting if you know how to stay safe."
24,What To Be Aware Of Once You Arrive Here
24,New digital skills program rolled out in 35 teacher training colleges in Kenya
24,"ANNE KANGERO-KNA

The Ministry of Education has launched a Sh240-million digital skills program for teachers in various teacher training col leges (TTCs) across the country."
24,Universities told to enhance innovation to stay competitive
24,"The Kenya National Innovation Agency (KNIA) CEO, Dr. Tonny Omwansa, has challenged universities across the country to sharpen their competitive edge in innovation, while the Network of Entrepreneurial Institution Leaders rolls out a nationwide student innovation challenge aimed at identifying and nurturing promising young innovators.

Speaking during the Innovation Week at Maasai Mara University, Dr. Omwansa said the challenge is designed to spark healthy rivalry among universities, while pushing institutions to align their strengths with real-world problem solving."
24,State calls on employers to remit sacco deductions amid inefficiency concerns
24,"BY JOSEPH NG’ANG’A(KNA)

Savings and Credit Cooperative societies that falsify their books of accounts to attract new membership have been put on notice. Co-operatives, Micro, Small and Medium Enterprises (MSMEs) Development Cabinet Secretary (CS) Wycliffe Oparanya also called on employers to remit Sacco deductions for their employees."
24,INTERGOVERNMENTAL PARTNERSHIP AGREEMENT BETWEEN THE NATIONAL GOVERNMENT THROUGH THE MINISTRY OF EDUCATION AND THE NAIROBI CITY COUNTY GOVERNMENT ON COOPERATION IN THE IMPLEMENTATION OF THE SCHOOL MEALS PROGRAMME
24,"INTERGOVERNMENTAL PARTNERSHIP AGREEMENT BETWEEN THE NATIONAL GOVERNMENT

THROUGH"
24,"KR undertakes rehabilitation of Nairobi Commuter Rail to modernize rail transport system, decongest roads"
24,"By MyGov Reporter

The Kenya Railways Corporation has embarked on the rehabilitation of the Nairobi Commuter Rail (NCR) network to modernize the Nairobi Commuter rail transport system and decongest roads in the City."
24,Ministry strengthens efforts against Mpox with WHO support
24,"KNA by Manu Mumba

The Ministry of Health has received Mpox kits and drugs from the World Health Organization (WHO) through USAID to manage Neglected Tropical Diseases (NTDS)."
24,Nakuru County to establish a new property valuation roll
24,"KNA by Esther Mwangi and Felistas Kahungu

The Nakuru County Government has said the new Draft Property Valuation Roll is not aimed at increasing land rates but at updating the county valuation land register."
24,Farmers allocated 50 acres of land to boost food security
24,"Over 100 farmers from Lokipetot and Naurenpuu villages in Turkana Central have been allocated 53 acres of land in a targeted initiative aimed at boosting food self-sufficiency in the region.

The farmers expressed excitement after each beneficiary was allocated half an acre of land."
24,Ministry affirms adequate fuel stocks in the country
24,"The Ministry of Energy and Petroleum has assured Kenyans that the country has sufficient fuel stocks, dispelling fears of an impending shortage.

Speaking in Nairobi, Energy and Petroleum Cabinet Secretary, Opiyo Wandayi, emphasized that fuel supply remains secure, with deliveries arriving as scheduled and storage levels stable noting that distribution across the country continues uninterrupted."
24,"How beekeeping is empowering women in West Pokot, fighting poverty"
24,"Women in the semi-arid landscapes of West Pokot are transforming beekeeping into a powerful source of income, hope and environmental conservation.

Through support by the Kerio Valley Development Authority (KVDA), hundreds of women have embraced modern beekeeping as a sustainable source of livelihood, helping them achieve financial independence while protecting the region’s fragile ecosystem."
24,"KR targets 5,000 tonnes cargo on revived Gilgil– Nyahururu line"
24,"The Kenya Railways Corporation now targets to transport over 5,000 tonnes of cargo and 1,000 passengers each transit through the revamped Gilgil-Ol Kalou - Nyahururu railway line that has remained dormant for the last 46 years.

The corporation said that the revival is expected to improve access to markets for the agricultural rich farmers and provide affordable transportation which will stimulate trade and investment along the corridor."
24,"CS urges mining officers to uphold integrity, fight illegal mining"
24,"Cabinet Secretary for Mining, Blue Economy, and Maritime Affairs, Hassan Joho, has urged mining officers across the country to uphold integrity, enhance compliance, and streamline mining operations.

He emphasized that illegal mining remains one of the greatest threats to the sector, often resulting in environmental degradation, revenue losses, and unsafe working conditions."
24,"PS Dr.Chris Kiptoo,CBS held High-level discussions with Mr. Rodrigo Salvado of the Asian Infrastructure Investment Bank."
24,"On the sidelines of the 2025 IMF-World Bank Spring Meetings in Washington D.C., Principal Secretary Dr. Chris Kiptoo held high-level discussions with Mr. Rodrigo Salvado, Director General of the Operational Partnership Department at the Asian Infrastructure Investment Bank (AIIB).

The meeting discussed potential areas of infrastructure support for Kenya, as the country seeks to leverage its recent membership in the Bank to accelerate development priorities.Kenya officially became the 97th non-regional member of AIIB on September 5, 2024. This followed a historic visit by H.E. President William Samoei Ruto to the Bank’s Headquarters in Beijing, China—an engagement that underscored Kenya’s commitment to expanding its global development partnerships."
24,Electronic Rental Tax Information Launch
24,"The National Treasury’s Principal Secretary, Dr. Chris Kiptoo, CBS, yesterday officially launched the Electronic Rental Tax Information System (eRITS), a significant initiative aimed at transforming rental income tax compliance in Kenya.The PS commended the Kenya Revenue Authority for making the innovation a reality.

Dr. Kiptoo observed that as the global economy grows more complex, Kenya must foster a business environment that is both competitive and equitable.He emphasized that the sustainability of the country depends on its ability to mobilize sufficient tax revenues.He reiterated the government’s commitment to efficient public service delivery and expanding fiscal space, noting that innovative tax solutions like eRITS are key to improving taxpayer experience and encouraging compliance."
24,"Kisumu rolls out Sh35m GIS to boost planning, service delivery"
24,"The County Government of Kisumu has rolled out a Sh35 million Geographic Information System (GIS) aimed at transforming land governance, urban planning and service delivery as the lakeside city accelerates its transition to digital administration.

The modern system, established with support from the Food and Agriculture Organization (FAO) and partners, will enable the county to digitize land records, monitor development in real time and strengthen planning across multiple sectors."
24,Audit reveals children detained for years amid funding shortfalls
24,"Cabinet Secretary for Gender, Culture, the Arts, and Heritage, Hannah Wendot, has raised concerns over the prolonged stay of children in government institutions, revealing that some minors in conflict with the law have been held for over two years—far beyond the legally stipulated six months.

Speaking at the Kisumu Children’s Remand Home during an inspection tour of children’s homes and gender-based violence rescue centres across the Nyanza and Western regions, the CS said the situation reflects systemic gaps in case handling, infrastructure, and funding."
24,Ministry fast-tracks labour reforms to protect workers
24,"The Government has reaffirmed its commitment to strengthening labor protections, particularly for domestic workers, following the conclusion of nationwide stakeholder consultations.

The consultations focused on two key agreements: International Labour Organization Conventions 189 and 190. Speaking at a press briefing at All Saints’ Cathedral Hall in Nairobi, Principal Secretary for Labour and Skills Development Shadrack Mwadime announced that the stakeholder engagement phase has been completed, marking a significant milestone toward ratification."
24,Government steps up security measures ahead of festive season
24,"The Government has beefed up security as the festive season approaches.

The Principal Secretary for Internal Security and National Administration Raymond Omollo has said among the measures taken is the enhancement of security at entry and exit points including airports and border crossings, hotels, shopping malls, public beaches and tourist sites."
24,Census FAQs
24,"PS Isaboke Welcomes Safaricom Delegation, Reaffirming Shared Commitment to Digital Partnership"
24,"A delegation from Safaricom PLC today paid a courtesy call to the Principal Secretary for Broadcasting and Telecommunications, Steve Isaboke EBS, today afternoon.

PS Isaboke commended Safaricom for its innovative contributions across key sectors, including health, agriculture, technology and communication, which have significantly impacted the Kenyan way of life. “The Government’s role is to foster a conducive environment for the private sector to thrive. And in their growth, they are also able to offer opportunities to the youth. When companies like Safaricom succeed, it reflects positively on our shared vision for a prosperous Kenya,” he stated."
24,State Department for Early Learning and Basic Education Principal Secretary Dr. Julius Jwan Commissions CBC classrooms at Ratang'a Secondary School in HomaBay County
24,State Department for Early Learning and Basic Education Principal Secretary Dr. Julius Jwan Commissions CBC classrooms at Ratang'a Secondary School in HomaBay County.
24,2.4 Million Candidates Jostle for Top Spots in CBE Examinations
24,"Over 1.29 million learners in Grade 6 will sit for the Kenya Primary School Education Assessment (KPSEA) while their 1.13 million counterparts in Grade 9 have registered for the inaugural Kenya Junior School Education Assessment (KJSEA) that will determine placement to senior schools previously known as high schools.

Download /sites/default/files/PRESS%20RELEASE/PRESS%20RELEASE%20.pdf"
24,Government Keen To Address Dropout In Schools
24,"The Ministry of Education has embarked on a public campaign programme that seeks to increase the number of children out of school, enrolled and retained in schools.

The programme launched at a Nairobi hotel is dubbed; the National Out Of School Children (OOSC) study and the ‘Operation Come to School Programme."
24,Laying the foundation stone for the upgrade of Limbine Primary and Junior School
24,"In the face of financial and infrastructural constraints in many of our institutions, challenges heightened by rising enrolment, alumni remain an invaluable resource. With proper engagement, schools can tap into alumni networks to mobilise funds for critical needs such as infrastructure and scholarships. Beyond financial contributions, alumni can also offer in-kind support, including professional services, book donations, and games kits.

Yesterday, the Cabinet Secretary for Education, Julius Migos Ogamba, had the honour of laying the foundation stone for the upgrade of Limbine Primary and Junior School’s infrastructure in Tigania West Constituency, Meru County. This transformative project is spearheaded by the Safaricom Foundation, in partnership with the school’s alumni and the area Member of Parliament."
24,Sensitization Forum on the Modularized CBET Curriculum
24,"The Cabinet Secretary for Education Julius Migos Ogamba presided over the sensitization forum on the modularized CBET curriculum at Kenya Coast National Polytechnic, where he underscored the fact that curriculum reform is a national imperative and not just an administrative task. The Cabinet Secretary highlighted the progress made on the rollout of the modular CBET curriculum in all public TVET institutions, with 194 approved programmes and over 70,000 trainees already enrolled. The modular curriculum is shaping a new generation of agile and globally competitive graduates.

The Cabinet Secretary called upon principals and stakeholders to intensify sensitization, enrollment, and practical skills training, noting that TVET is the engine of economic empowerment under the Bottom-Up Economic Transformation Agenda."
24,Status of Pre-Service Teacher Training and Teacher Employment in Kenya
24,"Teacher education is the cornerstone of our national vision to nurture a knowledgeable, skilled, and ethical citizenry that is committed to sustainable national development. Teacher education is the foundation for producing competent educators equipped to deliver quality education aligned with the Competency-Based Education framework. This morning, the Cabinet Secretary for Education, Julius Migos Ogamba, officially opened a conference on the ""Status of Pre-Service Teacher Training and Teacher Employment in Kenya”, in Mombasa. The conference brings together diverse sector players for reflection on how best to prepare and position the teaching fraternity for the efficient education system that we aspire for.

The Cabinet Secretary was joined by, among others, the Principal Secretary for Basic Education, Amb. Prof. Julius Bitok; the Principal Secretary for TVET, Dr. Esther Thaara Muoria; the Principal Secretary for Higher Education, Dr. Beatrice Muganda Inyangala and the acting Chief Executive Officer of TSC, Ms. Evaleen Mitei. The event was also attended by Hon. Dickson Maungu, M.P. and member of the National Assembly’s Committee on Education, University Vice-Chancellors and principals of Teacher Training Colleges."
24,Post Training & Skill Development Programmes
24,"The goal of National Apprenticeship Programme is to improve the employability and earning opportunities of out-of-school youth, through access to apprenticeship programs. The objective of the Programme is to improve the occupational skills and competencies of out-of-school youth. The youth are trained on-the-job through work place learning methodology. They are trained by Master Craft Persons (MCPs). The Programme is currently being piloted at RIVATEX, Moi University. Under this Pilot, the youth will be trained, for a period of three (3) months, in the field of textiles, specifically, Spinning, Weaving, Finishing, Tailoring and Textile engineering."
24,"The State Department for Post Training and Skills Development maps industries that are ready to train the youth. Currently, the Department has mapped over 400 industries spread out in 36 Counties. The Department then sources and places the youth in these industries for training. The goal of this programme is to improve the employability and earning opportunities of out-of-school youth, through access to on-the-job training. In FY2020/21, the Department, in collaboration with Generation Kenya, has conducted the Pilot for this programme at Mega Couture EPZ industry, at Kilifi County. Under this Pilot, 300 youth were trained by Mega Couture EPZ industry as Sewing Machine Operators and thereafter employed by the industry."
24,ICT Ministry Showcases its Digital Transformation Agenda at the 9th Devolution Conference in Homabay County
24,"The Principal Secretary for ICT and Digital Economy on Wednesday led Ministry staff in showcasing the Ministry's Digital Superhighway and Creative Economy Agenda during the ongoing 9th Edition of the Devolution Conference (Devcon 2025) being held at Homabay High School.

Staff from the ICT Authority (ICTA), Konza Technopolies Development Authority (KoTDA); Office of the Data Protection Commissioner(ODPC) showcased the various services and products they offer to the citizens during the conference that was officially opened by H.E Dr.William Samoei Ruto."
24,Africa Gears Up for WRC-27 with Unified Push on Spectrum Management
24,"As Africa prepares for the regional preparatory meetings ahead of the critical World Radiocommunication Conference 2027 (WRC-27), key leaders and stakeholders have underscored the vital role of spectrum management in shaping the continent’s digital future.

In a speech read on behalf of the Cabinet Secretary for Information, Communication, and the Digital Economy , Mr. William Kabogo, during the opening ceremony, the Principal Secretary of the State Department of Broadcasting and Telecommunication Mr. Stephen Isaboke emphasized the immense responsibility borne by policy makers, regulators, and industry players. “The choices we make in spectrum management will profoundly affect innovation, inclusion, and economic transformation in Africa,” the statement read."
24,"Principal Secretary Isaboke Tours KNA and Posta Kenya Offices in Kisii, Inspects Studio Mashinani Project"
24,"The Principal Secretary for Broadcasting and Telecommunications, Mr. Stephen Isaboke, today conducted a comprehensive tour of the Kenya News Agency (KNA) and Posta Kenya offices in Kisii County.

During the visit, Mr. Isaboke held engaging discussions with staff members, commending their dedication to delivering vital communication and postal services to the region. He emphasized the government’s continued commitment to strengthening grassroots communication infrastructure."
24,"Mr. Abdullah Al-Fahad, Charge d’Affaires of the Embassy of the State of Kuwait in Nairobi pays a courtesy call on Amb. Lindsay Kiptiness, ‘ndc’ (K), Deputy Director General, Middle East Directorate"
24,Africa’s Unity Takes Center Stage at AU Executive Council Session
24,"Amid emerging threats to multilateralism due to shifting global dynamics, the AU Executive Council's 46th Ordinary Session of Foreign Ministers that started today in the Ethiopia capital has renewed calls for a united Africa. During the opening ceremony, leaders spoke to the critical challenges associated with adverse effects of climate change, geopolitical polarization and rivalry, regional instability, as well as concerns on artificial intelligence.

The Council is calling for comprehensive reforms in global governance, financial systems, climate financing, and technology to ensure these structures are more responsive to Africa’s needs, and promote fairness and equity."
24,Kenya Calls for Global Reforms at AU Summit
24,"Kenya has joined the call for global finance reforms at the African Union (AU) Summit, emphasizing the need for a fairer and more inclusive financial system. President H.E. Dr. William Ruto of Kenya, alongside other delegates from Africa and key global organizations, emphasized the urgency of restructuring the international financial system to address systemic unfairness and distortions hindering Africa's economic progress. The leaders discussed the establishment of the Africa Credit Rating Agency (ACRA), a proposed institution that would rely on credible, data-driven assessments to accurately reflect Africa's economic realities.

Kenya also reaffirmed its solidarity with South Sudan and commitment to supporting peace negotiations, while also pledging additional financial support for ongoing peace efforts in the region. Kenya and Senegal committed to strengthening diplomatic relations at both bilateral and multilateral levels, advancing AU reforms and establishing a stable, financially sustainable, and predictable framework to drive Africa's progress."
24,"Kenya-China Relations Deepened at 2024 FOCAC Summit: A Milestone for Infrastructure, Trade, and Economic Cooperation"
24,"The August 2024 9th Forum on China-Africa Cooperation (FOCAC) Summit in China marked a pivotal moment in Kenya's deepening relationship with China, underscoring the strategic importance of bilateral cooperation. With 53 African leaders in attendance, the Summit provided an opportunity for nations to strengthen their diplomatic and economic ties with China and with other African countries.

The summit, which was held on 4th to 6th September 2024, culminated in the adoption of the FOCAC-Beijing Action Plan (2025-27), which outlines a comprehensive roadmap for future cooperation. The Action Plan covers vital sectors such as trade, infrastructure, health, agriculture, green development, and security which are sectors crucial to Kenya’s own development goals that align with the Country’s priorities and its Bottom-Up Economic Transformation Agenda."
24,Nairobi Annual Policy Dialogue Commences
24,"The Annual Policy Dialogue 2025 (APD25) on Financing for Sustainable Development is currently underway in Nairobi. The forum themed ‘Driving Sustainable Futures for All’ organised by Club de Madrid, United Nations and the Government of Kenya brings together former heads of state and government, international institutions, policymakers, to deliberate, shape and advocate for urgent reforms in global financial governance to ensure a more inclusive, transparent, and accountable international financial system.

The two-day APD25 Conference taking place at the United Nations Compound in Nairobi, provides a multilateral platform where decision-makers and experts will generate concrete recommendations to address taxation, debt relief, and financial system reforms aimed at shaping the future of the global economy. The APD25 Conference also seeks also to address modalities of mobilising resources, reforming systems and strengthening cooperation to deliver on the promise of sustainable development."
24,Kenya eyes 2m jobs in new Sh1.08 trillion agriculture blueprint
24,"The Government has launched the National Agri-food Systems Investment Plan (NASIP) 2026–2030.

The ambitious Sh1.081 trillion blueprint is expected to transform agriculture, strengthen food security, create more than two million jobs, and unlock private investment across Kenya’s agrifood sector."
24,National Youth Service
24,Huduma Kenya Service Delivery Programme
24,"The National Youth Service is a state agency under the Ministry of Public Service and Human Capital Development established by an Act of Parliament, (Cap 208). The broad mandate of the Service is to undertake training of members; commercialize production and services; and collaborate with stakeholders for furtherance of NYS functions.

For more information visit: www.nys.go.ke"
24,Kenya School of Government
24,"Kenya School of Government is a statutory body established under KSG Act No. 9 of 2012 with the mandate to enhance knowledge, skills, and competencies of public officials and thereby transform the Public Service into an efficient, innovative, and expert agency in national leadership and management, policy making and implementation, delivery, and public engagement.

For more information visit: www.ksg.ac.ke"
24,Institute for Human Resource Management
24,The Handing over excersice at Harambee House
24,"In a pivotal moment of leadership transition, Hon. Justin B. Muturi has officially assumed the mantle as Cabinet Secretary for the Ministry of Public Service & Human Capital Development, taking the reins from his predecessor Hon. Moses Kuria in a formal takeover ceremony that took place at Harambe House today afternoon. During the handover, the CS also received comprehensive report on the Ministry's achievements and ongoing initiatives. In his first address, the CS set a collaborative tone, highlighting his readiness to listen and inviting innovative ideas from Ministry staff. He stressed that improving service delivery would be a collective effort, with his office embodying an open-door policy where all contributions aimed at propelling the Ministry forward would be welcome. While encouraging the staff, CS expressed a desire for teamwork, creativity, and a shared vision for elevating the Ministry’s impact on efficiency and accountability in public service delivery. In his farewell remarks, Hon. Moses Kuria expressed confidence in his successor, highlighting the strong, capable team that would continue to drive the Ministry’s initiatives forward. He wished Hon. Muturi well, assuring that the Ministry's legacy of excellence is in safe hands.The handover was graced by PS Amos Gathecha, whose steadfast leadership has been instrumental in steering the Ministry’s course. Also in attendance were Heads of departments in the Ministry."
24,Briefing by the salaries and renumeration committee.
24,"BRIEFING BY THE SALARIES AND RENUMERATION COMMITTEEToday, I hosted Mrs. Lyn C. Mengich, Chairperson of the Salaries and Renumeration Commission and her fellow Commissioners at my Harambee House office.The Commission briefed me on various issues touching on the public service key among them being the resolutions reached during the 3rd National Wage Bill Conference.Their report touched on the important milestones reached so far, and the pending goals towards the realization of an efficient, skillful, ethical and professional public service.Importantly, the SRC’s report emphasized on the need for a cultural transformation that embraces critical values such as integrity and ethics within the public service which have been lacking in some levels.Together with my technical team at the Ministry of Public Service, I am committed to ensure that we implement the resolutions of this year’s National Wage Bill Conference."
24,Courtesy call by H.E.MR.Sultan Hajiyev.
24,"COURTESY CALL BY H.E. MR. SULTAN HAJIYEV, AMBASSADOR OF THE REPUBLIC OF AZERBAIJAN TO KENYAToday I hosted His Excellency, Mr. Sultan Hajiyev who is the Ambassador of Azerbaijan to Kenya. The republics of Kenya and Azerbaijan are celebrating 20 years of establishment of cordial diplomatic relations. Whilst the 2 countries continue expanding trade ties annually, we discussed areas of mutual cooperation in provision of efficient government services to our citizens.The Republic of Azerbaijan through the ASAN Centers (similar to what we have in Kenya as Huduma Centers) offers 600 services to its citizens in 28 centers countrywide. I was impressed by this model which is quite advanced, speedy and transparent acting as a one stop shop service outlet.The Ambassador and I further discussed a joint ASAN Centers and Huduma Kenya partnership in areas such as capacity building, technology sharing as well as financial support to realize this big dream of making e~government service delivery to citizens, timely, transparent and super efficient for Mwananchi."
24,Government Scales Up NYS for Youth Empowerment
24,"The government has reaffirmed its commitment to increasing youth enrollment in the National Youth Service (NYS) to over 100,000, as part of a broader strategy to boost service delivery, promote self-reliance, and position NYS as a key pillar in national development.

Cabinet Secretary for Public Service, Human Capital Development, and Special Programmes, Geoffrey Ruku, made the announcement during an impromptu visit to the NYS Yatta Field Station in Machakos County. The visit aimed to assess the quality of service delivery and the institution’s progress toward self-sustainability."
24,Payroll Managers and HR Officers from County and National Governments Convene for HRIS-KE End-User Trainers Workshop
24,"Today in Kisumu County Principal Secretary for Public Service, Mr. Amos Gathecha visited the ongoing Human Resource Information System (HRIS-KE) End Users training, an initiative aimed at enhancing efficiency in human resource management across the public sector. The training, which is also being held in select counties, brings together Payroll Managers and Human Resources Officers from both county and national governments. These key personnel are being equipped with the skills to fully leverage the HRIS platform to streamline payroll management and optimize human resource operations.The PS was accompanied by Mr. Bongo Wekesa, Secretary of Management Consultancy Services (MCS), HRIS and Transformation Directorates"
24,Call for HR Retooling and Upskilling
