score,text
29,"The Information, Communications and the Digital Economy Cabinet Secretary Hon. William Kabogo Gitau has officially opened the NG-CDF Mvita Jitume Digital Hub in Mombasa County,"
29,It's All Systems Go For The 2nd Edition Of The Connected Africa Summit (CAS) 2025
29,NEMA ordered to inspect polluting firms discharging waste into rivers
29,"Employers, universities to benefit from KNEC’s real-time certificate verification"
29,"CS Ruku puts North Eastern HR officers on notice over absenteeism, late reporting"
29,"Public Service, Human Capital Development and Special Programmes Cabinet Secretary Geoffrey Ruku has warned human resource officers against absenteeism and late reporting following a surprise inspection of government offices in Garissa.

During the visit to the Garissa Regional Offices and Huduma Centre, the Cabinet Secretary expressed concern over the absence of officers from their work stations during official reporting hours, noting that the situation was affecting service delivery."
29,LAUNCH OF THE REPORT OF THE SURVEY ON SOCIO-ECONOMIC IMPACT OF COVID-19 ON HOUSEHOLDS
29,"The World is battling to contain the Corona Virus disease (COVID-19) which has been ravaging the global economies. The first case of COVID-19 in Kenya was confirmed on 13th March 2020 and as of Monday, 18th May 2020 the confirmed cases stood at 912.

The disease which is highly contagious has led to many countries taking drastic measures in order to curb its spread. In Kenya, the Government has introduced a raft of measures including banning of all passenger flights, temporary closure bars, suspension of learning in all education institutions, dusk to dawn curfew, cessation of movement in and out of some high-risk areas among others."
29,"SHA disburses Sh5.05 billion to healthcare providers, including faith-based facitilies"
29,"The Social Health Authority (SHA) has disbursed Sh5.05 billion to various health providers, including Sh938 million to faith-based health facilities.

Health Cabinet Secretary (CS) Dr. Deborah Barasa stated that the Ministry of Health acknowledges the outstanding debts owed by the defunct National Health Insurance Fund (NHIF) to healthcare providers for services rendered to Kenyans."
29,Health-centred infrastructure key to safer communities
29,"Architects, engineers, planners, and quantity surveyors have been urged to place health, dignity, inclusion, and resilience at the heart of infrastructure development, as the built environment plays a critical role in shaping public health outcomes and community wellbeing.

Speaking during the opening of the Board of Registration of Architects and Quantity Surveyors Continuous Professional Development Seminar in Nairobi, the Principal Secretary for Public Health and Professional Standards emphasized that the design of buildings, roads, hospitals, schools, and public spaces directly influences the health, safety, productivity, and quality of life of communities."
29,"9,300 farmers to access cheap loans as Kirinyaga disburses Sh20m to saccos"
29,"More than 9,300 farmers in Kirinyaga County are set to benefit from enhanced access to affordable credit after the county government disbursed Sh20 million to 20 ward-based Savings and Credit Cooperative Societies (Saccos) as part of a wider economic empowerment programme targeting farmers, youth, women and vulnerable groups.

Speaking during the distribution exercise in Kabare, Kirinyaga County Governor Anne Waiguru said each of the county’s 20 wards received Sh1 million to strengthen farmer-owned Saccos and expand financial services that will enable members to invest in agriculture and other income-generating activities."
29,Government scales up bamboo planting to address flooding in Budalang’i
29,"Government has stepped up efforts to restore riparian areas along River Nzoia in Bunyala Sub- County, Busia County, as part of a broader strategy to curb persistent flooding and reduce human-wildlife conflict.

Speaking during the launch of a bamboo planting campaign in Budalang’i, Wildlife Conservation Secretary John Chumo said the initiative is aimed at rehabilitating degraded riverbanks and protecting communities living in flood-prone areas."
29,State unveils Sh4.6 billion initiative to enhance safety on Lake Victoria
29,"SITNA OMAR- KNA

The National Government has stepped-up efforts to enhance safety, transport, and economic opportunities along Lake Victoria through a Sh4.6 billion major infrastructure and training programme spearheaded by the Kenya Maritime Authority (KMA)."
29,Ministry and county governments commit to transform Kenya’s agricultural sector
29,"CHARI SUCHE- KNA

Agriculture and Livestock Development Cabinet Secretary Andrew Karanja and the Council of Governors, (COG) have resolved to enhance collaboration between the two levels of government to advance the transformation of the agricultural sector."
29,"Fire Department, Red Cross to train students on fire fighting procedures"
29,"BY MUTAI KIPNGETICH, KNA

The Kirinyaga County Fire Department and Kenya Red Cross will embark on a training program targeting students and the community on handling fire emergencies."
29,Kenya Maritime Authority set to boost maritime safety and security
29,"By Michelle Wanga (PCO)

The Kenya Maritime Authority (KMA) has received five state-of-the-art search and rescue (SAR) boats from the European Union (EU)."
29,Research on endangered indigenous fish species underway to improve food security
29,"Bertila Nyanchama and Jane Naitore- KNA

Kenya Marine and Fisheries Research Institute is carrying out a study on two endangered indigenous fish species in a bid to boost their population and improve food security."
29,Global polio cases fall to historic low as Rotary International pushes for final eradication drive
29,"Global polio cases have fallen dramatically from approximately 1,000 children infected each day to just 35 reported cases annually, thanks to coordinated international efforts led by governments, health agencies, and humanitarian organisations.

According to Rotary International, which has played a leading role in the fight against polio for decades, only two countries—Pakistan and Afghanistan—have reported endemic cases of the disease in recent years."
29,Homa Bay fast-tracks school land titles to guard against encroachment
29,"The Government has intensified efforts to secure land ownership for public schools in Homa Bay County through an accelerated land titling program aimed at protecting educational institutions from encroachment and boundary disputes.

Speaking during a sensitization meeting of school heads on title deeds acquisition held at Ogande Girls High School, Homa Bay County Commissioner Ronald Mwiwawi said the initiative seeks to accelerate the titling of public school land and simplify access to land services."
29,Leaders urged to nurture learners beyond academics
29,"Head of Public Service Felix Koskei has called on stakeholders in the education sector to work together in nurturing learners academically, morally and spiritually to achieve better educational outcomes in the country.

Koskei, who was the chief guest at an interdenominational prayer service for senior schools in Chemase Zone, said education remains a critical pillar of national development."
29,FIS 2020 Report
29,"Kenya accelerates security reforms across police, NYS, prisons"
29,"Over half of Kenya’s ambitious security sector reforms have been implemented, the National Steering Committee chaired by Principal Secretary Dr. Raymond Omollo has reported.

The changes, affecting the National Police Service, Kenya Prisons Service, and the National Youth Service, are already 55 percent complete."
29,Internal Audit Department
29,"Internal Auditing in Government was in operation prior to independence, but was discontinued following the Economic Commission Report of 1962. The system was re-introduced in 1984 when it became apparent that its absence had contributed to laxity in the management of public resources, compliance with the relevant laws, regulations & procedures, and a general lack of effective internal control systems. In 1995, the Internal Audit Department was re-organized and renamed Audit Inspectorate. Internal auditors were clustered in units from where they conducted audit inspections. In 1997, the department was restructured and decentralised and placed under the ambit of the National Treasury, where it remains to date. The Internal Auditor General Department (IAGD) of the National Treasury supports Accounting Ofﬁcers and AIE Holders in the Ministries, Departments, and Agencies in the effective discharge of their responsibilities by evaluating and reporting on the effectiveness of the internal controls systems implemented by Accounting Ofﬁcers and AIE Holders"
29,FIRST EVER CENSUS FOR TVET INSTITIONS iN KENYA.
29,Korean Ambassador to Kenya Pays University Education and Research PS Amb. Nabukwesi Courtesy Call
29,"rincipal Secretary State Department for University Education and research Amb. Simon Nabukwesi today met with Korean Ambassador to Kenya H.E. Amb. Yeonghan Choi during a farewell meeting in his Jogoo house office.

The PS hailed the cordial relations that have existed between Kenya and Korea and the efforts by individual entrepreneurs from Korea to invest in Kenya. The PS observed that currently Korea is in the process of constructing the Kenya Advanced Institute of Technology at Konza (KAIST) a postgraduate only Public university which is modelled from the Korean KAIST. The University ones established will offer research opportunities for postgraduate students established especially in STEM related courses. “The establishment of the university is aimed at meeting the shortage of highly skilled engineers, needed in the country and the region, to drive Kenya into an industrialized nation by 2030”said the PS."
29,"Holistic education that is rooted in values, academic excellence,"
29,"The private sector and faith-based organisations have been instrumental in complementing the Government’s efforts in promoting access to education at all levels. They have established and invested in institutions from the basic to tertiary education levels.

This morning, at the Commission for University of Education in Gigiri, Nairobi, the Cabinet Secretary for Education, Julius Migos Ogamba, awarded a Letter of Interim Authority to Consolata International University, which is sponsored by the Consolata Missionaries."
29,PS Lauds Dual Training saying that Tremendous Steps have Been made to roll it out Across all TVET institutions
29,"Principal Secretary State Department For Technical, Vocational Education and Training (SD-TVET) Dr. Esther Thaara Muoria has said that tremendous steps have been made in linking TVET institutions with industries in Kenya in order to effect dual training.

The PS who spoke during the monitoring and evaluation reporting on TVET key priority areas exercise held at Siaya Institute of Technology in Siaya County said that SD-TVET in partnership with GIZ has so far linked numerous TVET institutions with industries and that the institutions are currently training for and with the industries."
29,Government Committed to Safeguarding Personal Data Privacy and Security
29,"The Ministry of Information Communications and the Digital Economy through the Office of the Data Protection Commissioner (ODPC) is committed to safeguarding personal data privacy and security, pursuant to the Data Protection Act of 2019.

ICT and Digital Economy Principal Secretary Eng. John Tanui pledged of the Ministry's continued support in ensuring that ODPC fully executes its mandate of safeguarding data privacy."
29,Strengthening Support for Peace Processes in the Great Lakes Region
29,"Dr. Ed Barnett MBE, Deputy High Commissioner, British High Commission in Nairobi and Permanent Representative to UNEP and UN-Habitat, has today paid a courtesy call on Hon. Charles Keter, the President's Special Envoy for the Great Lakes Region.

During the meeting, the two leaders cognisant of the strong Kenya–UK relations and partnership across various sectors, including trade, peace and security, exchanged updates on ongoing peace initiatives within the Great Lakes Region. The UK has pledged to strengthen support for peace processes in the region, with a particular focus on Sudan, South Sudan, and the Democratic Republic of Congo."
29,Communicate Comprehensively about the Government's Agenda and it's Achievements
29,"The Principal Secretary, Broadcasting and Telecommunications, Prof. Edward Kisiang’ani has urged Government officials and the Media fraternity to inform Kenyans about the Government’s Agenda and its achievements to ensure they are well versed in the developments taking place countrywide.In his address at a Media briefing event, the PS highlighted various achievements by the Government aimed at empowering Kenyans and improving the quality of their lives. Notably, he remarked of the low inflation rate.PS Kisiang’ani emphasized on the importance of understanding the Government’s Agenda in order to communicate objectively and truthfully to avoid misconceptions of the projects that are being rolled out.“We must speak the same voice the President is speaking. But to speak the same voice with the President, you must understand what he is talking about and what he wants us to do,” he stated.The PS appreciated the significant influence of the media and Government officials who interact with the public up to the grassroots level and called upon them to speak positively of the progress made so far by the Government.

Our Contacts"
29,Statistical Abstract 2018
29,Kenya STEPwise Survey for Non Communicable Diseases Risk Factors 2015 Report
29,The launch of the FY 2026/27 and Medium-Term Budget Preparation Process
29,"The launch of the FY 2026/27 and Medium-Term Budget Preparation ProcessThe National Treasury Cabinet Secretary Hon. John Mbadi was joined by the National Treasury Principal Secretary Dr. Chris Kiptoo , Principal Secretary for Economic Planning Department, Dr. Boniface Makokha, Hon. Samuel Atandi the Chairman of the Budget and Appropriation Committee, Principal Secretaries/Accounting Officers across government, Senior Officials, Development Partners and Kenyans for the launch of the FY 2026/27 and Medium-Term Budget Preparation Process at the Kenyatta International Convention Centre, Nairobi, Kenya.

Kenya's annual budget-making process is a continuous cycle of formulation, approval, implementation, and audit, guided by the Constitution and the Public Finance Management (PFM) Act.This process begins in August with the National Treasury issuing guidelines and culminates with the Parliament approving the Appropriation Bill and the government raising revenue through the Finance Bill. Public participation being a mandatory and integral part of the entire process at both national and county levels, we thank all Kenyans who came to KICC or followed the event live for their commitment to a transparent, efficient and inclusive budget process."
29,Kenya Showcases Climate-Security Model at Africa Climate Summit
29,"Kenya has positioned itself at the forefront of linking climate change to national security, unveiling an innovative model that embeds climate resilience at the grassroots level during the Second African Climate Summit (ACS-2) taking place in Addis Ababa, Ethiopia.

Dr. Raymond Omollo, the Principal Secretary in the State Department for Internal Security, spoke on the sidelines of the Africa Climate Summit where he highlighted the Kenya's National Climate Change Security Resilience Programme (NCCSRP) as a groundbreaking program that combines environmental protection with governance and peacebuilding."
29,"Bilateral meeting with Birgit Pickel, Director-General for Africa at Germany's Federal Ministry for Economic Cooperation and Development."
29,"This evening, on the sidelines of the Spring Meetings , PS Dr. Chris Kiptoo engaged in a bilateral meeting with Birgit Pickel, Director-General for Africa at Germany's Federal Ministry for Economic Cooperation and Development (BMZ).

The meeting reinforced the strong and enduring partnership between Kenya and Germany, which has been cultivated since 1964.Germany has played a key role in Kenya's development, providing over EUR 2.5 billion in financial and technical assistance through KfW (Germany Development Bank) and GIZ (Technical Cooperation Agency). This collaboration spans vital sectors, including climate and energy, agriculture, health, water and sanitation, and youth employment."
29,Background
29,E-Citizen
29,"The Government Digital Payments Unit is a Unit under the Directorate of Accounting Services and Quality Assurance of the National Treasury. As per the Gazette No. 400 of 12th January 2018, the Unit reports to a Steering Committee which is chaired by the PS/National Treasury. The Unit mandate is to digitize all payments into Government with an aim to increase revenue collection, minimize the cost of collection and enhance service delivery. Since its inception in 2014, over 17 Million applications have been processed and over Kshs 95 Billion have been collected through the online portal, www.ecitizen.go.ke which is managed by the GDP Unit.

The benefits available to government from digitization of payments in terms of economic growth, increased government revenues and efficiency savings, serve as a call to action by the Government of Kenya to drive development of electronic payment systems. Globally, digitization is known to help agencies progress faster towards their policy goals free from the maze of bureaucracy. It is on this strength that the Government of Kenya is embarking on a number of reforms to increase its operational efficiency, grow revenues and transform service delivery within the public sector. Government Digital Payments Programme is one such reform being implemented by the Kenyan Government."
29,About
29,Kenya Commended on School Meals Milestones
29,Profile & History
29,"History and Evolution of The National Treasury

The origins of the National Treasury date back to pre-independence Kenya. The Oliver Lyttleton Constitution of 1954 established the Ministry of Finance and Development, marking the start of a structured financial administration in the country. Since then, the Ministry has experienced various changes, though its core functions have stayed consistent. Notably, the Treasury and the State Department of Economic Planning—now combined within the Ministry—have historically operated either together under one institution or separately, depending on the administrative framework in place."
29,Former Cabinet Secretaries/ Ministers of Finance
29,KRA RENOVATES PAEDATRIC WARDS TO IMPROVE KENYA’S CHILD HEALTHCARE
29,"The United Nations replaced the Millennium Development Goals (MDGs) with the Sustainable Development Goals in 2012 as a bold commitment to finish the good work started by the MDGs. The 17 Sustainable Development Goals (SDGs) are a global strategy to end poverty, protect the earth and ensure that everyone enjoys peace and prosperity. They are a call to action to shift the world onto a more sustainable path. One of the goals is good health. The goal focuses on ensuring healthy lives and promoting well-being for all people of all ages. This includes reducing premature deaths due to non-communicable diseases by a third in the year 2030.

In Kenya, the government has made tremendous efforts in addressing persistent health priorities such as maternal and child health, as well as communicable diseases like malaria, HIV/AIDS, and tuberculosis."
29,Government unveils Sh3bn plan to revamp Nairobi’s aging water infrastructure
29,"Over 300,000 residents in Nairobi’s western corridor are set to benefit from improved access to clean, safe and reliable water supply, as well as enhanced sanitation services, following the signing of the Western Nairobi Water and Sewerage Project contract at the Athi Water Works Development Agency (AWWDA).

Funded in partnership with the French Development Agency (AFD) to the tune of Sh3 billion, the project seeks to address long-standing infrastructure gaps in some of the city’s fastest-growing areas while strengthening Nairobi’s urban water security."
29,Treasury outlines strategies for growth amid high debt and climate change risk
29,"The National Treasury and Economic Planning has conducted a public-sector hearing for the Financial Year 2025/2026 and the medium-term budget.

The National Treasury and Economic Planning CS John Mbadi noted that the country still faces challenges such as high debt levels and the impact of climate change, which poses significant risks to the region’s agriculture, tourism and other sectors."
29,Inter-Governmental Fiscal Relations﻿
29,"The interface between the two levels of government which includes aspects of oversight or coordination of matters relating to Public finance management, funds disbursement to county governments, revenue sharing, among others are some of the functions of the Intergovernmental Fiscal Relations Department (IGFRD) of the National Treasury.

It is the focal point within the National Treasury in fulfilling the National Government’s constitutional mandate in the coordination and oversight of intergovernmental fiscal relations and ensure harmony in the public financial management of the National and County Governments as required by Article 1 of the Constitution of Kenya."
29,Nairobi County Conducts First Fire Safety Drill in 15 Years at City Hall
29,"Nairobi, 26th August 2025

Nairobi City County Government today conducted its first fire safety drill in more than 15 years at City Hall and City Hall Annex, reaffirming its commitment to disaster preparedness and workplace safety."
29,MAKUENI-COUNTY-STATISTICAL-ABSTRACT
29,"Health Ministry steps up nationwide ‘Epuka Uchafu, Afya Nyumbani’ disease-prevention campaign"
29,"JUDY SHERI -PCO

The Ministry of Health has stepped up its nationwide disease-prevention campaign with the activation of the Epuka Uchafu, Afya Nyumbani initiative in Kiambu County, underscoring its commitment to community-centred, preventive public health interventions."
29,State expands Social Health Insurance Fund to cover drug rehab costs
29,"The Cabinet Secretary for Health Deborah Barasa has called on Kenyans to enroll into Taifa care cover aimed at ensuring addicts seeking rehabilitation can be treated as the fight against alcohol and narcotics use in the country intensifies.

The CS was speaking in Nanyuki where she launched a three-day sensitization, public awareness and capacity building on drugs and substance abuse workshop."
29,Kenya Red Cross and County strike deal to manage climate change disaster response
29,"The Kenya Red Cross and the County Government of Nandi have identified water and environment as key areas of partnership in mitigating the effects of climate change that negatively has impacted locals and the neighbouring counties.

High level KRCS team led by its Secretary General Dr. Idris Ahmed and Nandi Governor Stephen Sang agreed that a well-managed environment and water was key in Nandi as its position determines rain distribution in the region."
29,Gov't commissions key animal feed facility to strengthen dairy industry
29,"Kenya has commissioned an animal feed manufacturing facility in a move seen as a key step toward doubling national milk production, strengthening feed standards, and positioning the country as a regional livestock powerhouse.

The Sh3 billion De Heus Animal Nutrition factory in Athi River was officially commissioned by Cabinet Secretary for Agriculture and Livestock Development Mutahi Kagwe, who described the investment as part of a broader structural reform in Kenya’s livestock economy."
29,Farmers urged to seek loans from government institutions
29,"Cooperatives and Micro, Small and Medium-Sized Enterprises cabinet secretary Wycliffe Oparanya has called on cooperative societies to seek loans from government institutions to undertake value addition for their products.

Oparanya cited the Kenya Industrial Estates (KIE) which has Sh3 billion in their accounts, saying the organization gives loans of between Sh100,000 - Sh20 million to organized groups."
29,"15,000 farmers get hands-on training for high-yield beans"
29,"The Kenya Agricultural and Livestock Research Organisation (KALRO) is partnering with the International Center for Tropical Agriculture (CIAT) to train over 15,000 farmers in proper agronomic practices for the ‘Nyota’ bean variety.

The initiative aims to boost productivity, promote climate-smart farming, and help farmers cope with the impacts of climate change."
29,Government unveils digital hubs at Kakamega polytechnics
29,"The Government has unveiled two digital hubs at the Kakamega County Polytechnic and Shianda Polytechnic in a bid to enhance access to digital technology and enable the youth to learn, connect and monetize through digital space.

The Prime Cabinet Secretary and Cabinet Secretary for Foreign and Diaspora Affairs, Musalia Mudavadi, who led the launch, said the development of high end Jitume ICT digital hubs is a groundbreaking initiative being implemented by the Konza Technopolis Development Authority, under the Ministry of Information Communications and the Digital Economy in all technical and vocational training institutes."
29,Cleaning Nairobi City
29,"As the population of Nairobi grows, so does the amount of solid waste. Currently, the population of the city stands at approximately 5 million, with each individual generating about 0.62 kgs of garbage per day.

By the year 2030, we will be producing 3,990 tons every day. Past regimes at City Hall largely focused on collection and disposal. Involvement of the public was limited. The Constitution of Kenya emphasizes on public participation and the need to empower the citizens in formulation and implementation of decisions and policies that affect them. It is because of this that today we want to remind you that provision of quality services in Kenya is in your hands. It is you, the residents, visitors, industries, traders and all others who generate waste. Indeed the ‘Environmental Management and Co-ordination Act’ entitles an individual to a clean and healthy environment, but also says that the same individual is responsible to care for the environment. My government will prioritize solid waste management services. We will strive to secure greater financial support from the National government. We will also empower Community Based Organizations, youth groups, resident associations and corporate bodies to play a bigger role in management of our environment. To promote good environmental practices, all recovered illegal dumpsites are being converted into either recreational grounds or beautification islands across the City. The former Kangemi Cemetery grounds and Komarock Canal are good examples. These areas used to be illegal dumpsites for many years before my administration reclaimed and converted them to parks. Our children are now enjoying recreation facilities within their neighborhood. Other areas undergoing similar reclamation include Kamukunji grounds, Eastleigh First Avenue and Spine Road in Kayole. My administration is indeed fully committed and determined to bring services closer to the people. Our beautification programme has won worldwide recognition and, for that, I thank all of you gathered here today. Let us continue to work and not be discouraged. But we shall not be afraid to say when we feel we have been attacked unfairly. It is therefore, my humble request that, as we continue this noble activity of monthly clean-ups, we shall build personal values and responsibility for our environment. I seek your support and co-operation in ensuring that we regain and restore the status of Nairobi as ‘The Green City in the Sun’. I encourage you to keep on participating in the monthly clean-ups which are undertaken every first Saturday of the month in all electoral Wards. Always remember “My Waste My Responsibility”."
29,Ministry reviews Public Service Policy on HIV/AIDS to support affected workers
29,"The Ministry of Public Service and Human Capital Development is reviewing the draft Public Service Workplace Policy on HIV/AIDS and related diseases to align it with current health issues affecting public servants.

The policy aims to ad dress the challenges faced by public servants infected with HIV/AIDS and related diseases in the country, providing a clear framework for HIV/AIDS response."
29,Counties push for a bigger share of the Tourism Promotion Fund
29,"County governments are currently lobbying to have the Sh5.9-billion Tourism Development Fund released equitably to the devolved units to support the improvement of tourism product in the counties.

Nyeri County Executive Committee Member in charge of Trade Tourism, Culture and Cooperatives Daina Kendi says that since tourism products are mostly domiciled in counties, it would make more sense if the Ministry of Tourism and Wildlife adopts a model similar to the one used by the Exchequer to allocate equitable share to counties, to channel more money to county departments of tourism to support the development of cultural and tourism sites within the counties."
29,Nairobi City County and CCGD Forge Partnership to Establish Childcare Facilities in Local Markets
29,"Nairobi, Friday 25th 2024:

Nairobi City County Government has held engagements with the Collaboration Centre for Gender and Development (CCDD) towards establishing a partnership for the benefit of the business community in the County’s Markets. Under the proposed partnership, the CCGD will provide funding in supporting the County Government establish Childcare Facilities in selected markets across the County. The center will also provide funding for running the centers including nutritional support, caregivers and ancillary utilities. The engagement forum convened by Director Donor coordinator and Stakeholder Engagement brought diverse departments including Markets, Children Services, Gender Based Violence, Public Health, and Medical services, Environment, Legal and Sub county Administration among others. An instrument of partnership is being developed to facilitate the proposed collaboration."
28,KRA implement measures in fight against COVID-19 at the Borders
28,"Kenya Revenue Authority (KRA) has instituted measures to support the Government initiatives aimed at managing the spread of COVID-19 at ports of entry and transit corridors countrywide.

The Authority, which is the Lead Agency at the Land Borders, has put in place the following measures to ensure safety and trade facilitation:"
28,Commissioner Customs and Border Control
28,Kenya and India Strengthen Customs Cooperation to Accelerate Trade and Enhance Border Security
28,"The Kenya Revenue Authority (KRA), through its Customs & Border Control Department, has entered into a landmark Memorandum of Understanding (MoU) with the Central Board of Indirect Taxes and Customs (CBIC) of the Republic of India to enhance cooperation in the exchange of Pre-Arrival Information (PAI) on goods traded between the two countries.

The agreement, signed on behalf of KRA by the Acting Commissioner General Dr. Lilian Nyawanda and on behalf of India by H.E. Mr. Yogendra Garg, Member (Customs), CBIC, marks a significant milestone in Kenya–India trade relations and reinforces both countries’ commitment to modern, technology-driven customs administration. For KRA, this development represents a transformative step towards smarter, data-enabled customs operations, allowing for expedited clearance of compliant consignments while strengthening the detection and prevention of illicit trade."
28,Suspects charged with forgery of KRA VIP parking stickers
28,"PRESS RELEASE 25/03/2022

Did you find this content useful?"
28,"PRESS RELEASE 22/03/2022

Did you find this content useful?"
28,KRA to support Counties on revenue collection
28,"Kenya Revenue Authority (KRA) will collaborate with the County Government of Embu, in a move to enhance own-source revenue collection and capacity building.

During a courtesy visit to the Governor, Embu County Mrs. Cecily Mbarire, KRA’s leadership team led by Board Director Mr. Darshan Shah and the Ag. Commissioner General (CG) FCCA, CS Rispah Simiyu (Mrs) Advocate EBS, informed the Governor that KRA was moving towards converting the informal sector towards compliance."
28,Public Notice on iTax Unavailability
28,"Kenya Revenue Authority will carry out a routine maintenance on the iTax System. We therefore would like to notify taxpayers? and users of iTax that the system will be unavailable from Friday 12th October 2018 at 7.00pm to Saturday 13th October 2018, at 4.00pm.

We regret the inconvenience caused."
28,Stakeholder Sensitisation on Presumptive Tax
28,"Kenya Revenue Authority would like to notify the Public of the introduction of the Presumptive Tax which comes into effect on 1st January, 2019.

The tax is payable by persons who are issued or liable to be issued with a business permit or trade license by County Governments and whose turnover from business does not exceed five million shillings during a year of income. KRA invites members of the Public and interested stakeholders to attend sensitisation forums as follows:"
28,Tax Compliance Certificate Simplified Process
28,"PUBLIC NOTICES 15/01/2020

Address"
28,Taxation Made Simpler - Turnover Tax and Presumptive Tax
28,"PUBLIC NOTICES 07/02/2020

Address"
28,Filing of 2019 Income Tax Returns
28,"PUBLIC NOTICES 27/01/2020

Address"
28,"Exemption of Non-Resident Suppliers of Digital Services from the VAT (Electronic Tax Invoice) Regulations, 2020"
28,"PUBLIC NOTICES 19/08/2022

Address"
28,Electronic Tax Invoicing for Non-VAT Registered Persons
28,"Kenya Revenue Authority (KRA) wishes to remind the public that all persons carrying on business including those who are not registered for VAT are required to electronically generate and transmit their invoices to KRA via the electronic Tax Invoice Management System (eTIMS) from 1st September, 2023. With effect from 1st January, 2024, any business expenditure not supported by a valid electronic tax invoice shall not be deductible for income tax purposes.

To facilitate business continuity and allow for sufficient time for taxpayers to make adjustments in their systems and business operations, KRA wishes to notify non-VAT registered taxpayers that onboarding to the eTIMS platform will be available up to 31st March, 2024. During the onboarding period, penalties provided in law for failure to issue electronic tax invoices will not be imposed on the non-VAT registered taxpayers."
28,Guidance on Tax Exemption on Payment of Gratuity
28,"Kenya Revenue Authority informs the public that the Finance Act, 2025 amended the Income Tax Act to exempt payment of gratuity from income tax. This exemption applies to gratuity earned after 1st July, 2025. The following guidance seeks to provide further clarification on the tax treatment of gratuity earned prior to 1st July, 2025 in light of the exemption -

1. Gratuity earned or relating to periods prior to 1st July, 2025, even where payment is made after this date, is chargeable to tax. The gratuity is taxed as part of employment income and is taxable in the year it was earned. This means that where gratuity is paid to an employee, it should be spread to the period to which it relates, up to four (4) years back, and any remaining amounts relating to periods beyond four (4) years shall be deemed income of the fifth year. The gratuity will then be taxed at the applicable tax rates in the respective years."
28,Impact of COVID-19 on the Future of Work
28,"In the last few months, the coronavirus pandemic has upended the daily lives of people around the world. Companies and organizations have had to play a key role in protecting employees' health and safety. The economic impact of the virus has led to new categorizations of essential workers, a large-scale move to remote work, and skyrocketing unemployment that is expected to continue increasing.

Amid stay-at-home orders across the country, non-essential office workers have ditched their daily commutes to work from dining room tables, couches, and beds in their own homes. Many may find themselves in this situation for the long haul, as companies struggle to find a path forward while restrictions slowly lift."
28,Checks & balances | official and safe products only
28,Crop protection application accuracy : equipment calibration
28,"All the reports mentioned earlier are stored both digitally as well as physically. Next to that PSA also keep records of the purchase orders, invoices and delivery notes of all the materials used. All materials are only purchased from official distributors of crop protection & crop nutrition means. This means PSA is certain it is supplied with the official safe and accredited input materials and it has no risk of using counterfeit, illegal and / or toxic products. Off-takers and their customers are ensured the potatoes are produced according to the highest food safety standards. Frequent inventory checks are performed by PSA’s financial department. This ‘checks and balances’ system is to make sure what we report in our production unit is also confirmed by our financial department.

Naturally PSA also has all the importation documents of the basic seed from the Netherlands and all KEPHIS seed certificates. In other words: a complete paper trail is available from imported basic seed, used crop nutrition, crop protection, various reports etc. for each produced Kenyan potato. Upon request the reports can be shared with its customers, for instance in case it is required by modern retailers (for instance for audit purposes)."
28,Ready to supply high demanding modern retailers
28,"VAT

VAT recorded growth of 7.5% mainly driven by the expansion of withholding VAT framework which now encompasses almost 7,000 agents. Sectors that exhibited robust growth include telecommunications, transport and energy, while depressed growth was recorded in agriculture, manufacturing, construction and mining sectors. VAT has consistently performed strongly since 2013 with annual growth averaging 21.5 %."
28,Income Taxes
28,Ministry of Defence marks KDF Day with family support initiatives
28,Government rebranding KIMC as a premier hub for media and communication training
28,"The Government is formulating the Kenya Institute of Mass Communication (KIMC) Draft Bill, 2024 that proposes the rebranding of the Institution as the Kenya School of Communication to expand its mandate in media and communication training.

Speaking as the chief guest during the KIMC graduation ceremony in Nairobi, the Cabinet Secretary, Ministry of Information, Communications and the Digital Economy, Dr. Margaret Nyambura Ndung’u revealed that once enacted, the Bill will transform the Institution comprehensively, allowing it to better prepare the next generation of media professionals."
28,Health experts alarmed by rise in eye and throat infections in Central
28,"Health experts have raised concern over the increasing number of eye and throat-related illnesses in Central Kenya, warning that delayed diagnosis of eye conditions could lead to serious complications, including blindness.

Doctors say cases of eye diseases, particularly cataracts, are on the rise, a trend they partly attribute to the region’s proximity to the equator and increased exposure to harmful ultraviolet (UV) radiation."
28,NPSC probes rising mental health concerns among police in Nyanza
28,"The National Police Service Commission (NPSC) is conducting a fact-finding mission in the Nyanza region following growing concerns over rising mental health challenges among officers.

The delegation, led by NPSC chairman Amani Yuda Komora, paid a courtesy call at the office of the Nyanza Regional Commissioner Flora Mworoa before embarking on their mission."
28,Kenya Boosts Climate-Resilient Healthcare with Pioneering Training for Experts
28,"By Elizabeth Ochanda (PCO)

The Ministry of Health, in collaboration with the World Health Organization (WHO), has successfully conducted a training of trainers (ToT) on climate change and health."
28,The 2nd Edition of the Digital Transformation Public Sector (DTPS) Forum and Awards Kicks Off in Mombasa
